,filename,Low_SNR_PSNR,Pred_PSNR,PSNR_diff
0,20ms_20__021.tif,27.63137983189873,32.17016431562612,4.538784483727387
1,20ms_20%_004.tif,28.724134785665832,33.1315108730653,4.40737608739947
2,20ms_20__023.tif,32.42751241001204,37.667627508895954,5.240115098883912
3,20ms_20%_005.tif,25.332615725396334,30.256860053745086,4.9242443283487525
4,20ms_20__022.tif,29.265571082812606,33.40149568473216,4.135924601919555
5,20ms_20%_006.tif,27.635612885526122,31.873377727906732,4.23776484238061
6,20ms_20__024.tif,30.945844838204977,35.34431341652645,4.39846857832147
7,20ms_20%_007.tif,27.047904220957744,31.46067038895319,4.412766167995446
8,20ms_20__025.tif,27.386406807566793,31.874234058701663,4.4878272511348705
9,20ms_20%_008.tif,26.081743751897797,30.545218568065128,4.463474816167331
10,20ms_20__026.tif,24.169842620080708,27.852594906596188,3.6827522865154805
11,20ms_20%_009.tif,30.023267473563855,34.68706444419909,4.663796970635232
12,20ms_20__033.tif,27.205239296997263,30.90994047964699,3.7047011826497283
13,20ms_20%_010.tif,27.528697992429585,31.86833588248758,4.339637890057997
14,20ms_20__034.tif,24.42528853584036,27.524820302970245,3.0995317671298857
15,20ms_20%_011.tif,25.42808216322728,28.621937247459318,3.1938550842320375
16,20ms_20__035.tif,25.77123458466334,29.73513243020473,3.963897845541389
17,20ms_20%_012.tif,26.359496209843385,31.447404163934593,5.087907954091207
18,Img11.tif,27.522920969016127,27.95414211220898,0.4312211431928539
19,20ms_20%_013.tif,27.280442268473802,31.677904164522896,4.397461896049094
20,Img10.tif,27.759739449646744,28.024311903028245,0.2645724533815006
21,20ms_20%_014.tif,26.95849659839658,31.84800543739759,4.88950883900101
22,Img12.tif,27.392665699530696,28.665683549995656,1.27301785046496
23,20ms_20%_015.tif,26.661111938535136,31.80223062362967,5.141118685094533
24,Img13.tif,30.375366672229596,31.00804126198676,0.6326745897571655
25,20ms_20%_016.tif,26.791241042767577,30.68997475218632,3.8987337094187424
26,Img14.tif,32.77039221681537,33.41965842872564,0.6492662119102732
27,20ms_20%_017.tif,24.52750105161476,28.061861298770374,3.5343602471556146
28,Img15.tif,25.616116040207515,26.68431406901787,1.0681980288103539
29,20ms_20%_018.tif,24.792945987474113,28.715830106947628,3.9228841194735153
30,Img16.tif,27.870155373215056,28.582914949858203,0.7127595766431476
31,20ms_20%_019.tif,27.874272105691894,32.23413197583768,4.359859870145783
32,Img17.tif,28.144725269213303,29.628871180144913,1.484145910931609
33,20ms_20%_020.tif,25.137703122952246,28.31432124562047,3.1766181226682235
34,Img18.tif,28.31653506104425,29.01738761789811,0.7008525568538602
35,20ms_20%_021.tif,27.63137983189873,32.17016431562612,4.538784483727387
36,Img19.tif,27.72498552249803,28.724196763816284,0.9992112413182532
37,20ms_20%_022.tif,29.265571082812606,33.40149568473216,4.135924601919555
38,Img2.tif,33.96447597264268,34.71231270962157,0.7478367369788899
39,20ms_20%_023.tif,32.42751241001204,37.667627508895954,5.240115098883912
40,Img20.tif,26.991609020467653,28.214498952396706,1.2228899319290534
41,20ms_20%_024.tif,30.945844838204977,35.34431341652645,4.39846857832147
42,Img21.tif,30.88300721990874,32.0156240609021,1.1326168409933572
43,20ms_20%_025.tif,27.386406807566793,31.874234058701663,4.4878272511348705
44,Img22.tif,30.592528201711158,31.551326054436245,0.9587978527250876
45,20ms_20%_026.tif,24.169842620080708,27.852594906596188,3.6827522865154805
46,Img23.tif,27.516067539569914,28.427824634631133,0.911757095061219
47,20ms_20%_027.tif,28.69086301434369,33.38422163895719,4.693358624613502
48,Img24.tif,29.65457279376947,29.9859750744847,0.3314022807152277
49,20ms_20%_028.tif,25.528596617087903,29.405721480612,3.8771248635240987
50,Img25.tif,27.480524849730585,27.796762643526485,0.31623779379589934
51,20ms_20%_029.tif,31.897581162336387,36.47878337490863,4.581202212572244
