,filename,Low_SNR_PSNR,Pred_PSNR,PSNR_diff
0,20ms_20__021.tif,27.63137983189873,31.94160699475401,4.310227162855281
1,20ms_20%_004.tif,28.724134785665832,32.614528610920665,3.890393825254833
2,20ms_20__023.tif,32.42751241001204,37.457188366256176,5.029675956244134
3,20ms_20%_005.tif,25.332615725396334,29.774053281215764,4.44143755581943
4,20ms_20__022.tif,29.265571082812606,33.55487682695504,4.289305744142432
5,20ms_20%_006.tif,27.635612885526122,31.378344263230197,3.742731377704075
6,20ms_20__024.tif,30.945844838204977,35.06498196105079,4.119137122845814
7,20ms_20%_007.tif,27.047904220957744,31.05129842596874,4.003394205010995
8,20ms_20__025.tif,27.386406807566793,31.495746494757768,4.109339687190975
9,20ms_20%_008.tif,26.081743751897797,29.99361682678346,3.911873074885662
10,20ms_20__026.tif,24.169842620080708,27.452600821433624,3.282758201352916
11,20ms_20%_009.tif,30.023267473563855,34.63096555612752,4.607698082563665
12,20ms_20__033.tif,27.205239296997263,30.618737273702262,3.413497976704999
13,20ms_20%_010.tif,27.528697992429585,31.538550114851837,4.009852122422252
14,20ms_20__034.tif,24.42528853584036,27.21739968201778,2.7921111461774224
15,20ms_20%_011.tif,25.42808216322728,28.408156820899837,2.9800746576725565
16,20ms_20__035.tif,25.77123458466334,29.449428878879903,3.6781942942165635
17,20ms_20%_012.tif,26.359496209843385,30.963047019995397,4.6035508101520115
18,Img11.tif,27.522920969016127,27.928805131316665,0.4058841623005378
19,20ms_20%_013.tif,27.280442268473802,31.424175974765426,4.1437337062916235
20,Img10.tif,27.759739449646744,28.008324805038136,0.24858535539139126
21,20ms_20%_014.tif,26.95849659839658,31.599211794474577,4.640715196077998
22,Img12.tif,27.392665699530696,28.52408842930558,1.131422729774883
23,20ms_20%_015.tif,26.661111938535136,31.089344289258513,4.428232350723377
24,Img13.tif,30.375366672229596,30.931113934783767,0.5557472625541706
25,20ms_20%_016.tif,26.791241042767577,30.186765321889073,3.3955242791214957
26,Img14.tif,32.77039221681537,33.398392265175644,0.6280000483602777
27,20ms_20%_017.tif,24.52750105161476,27.629473988218262,3.1019729366035023
28,Img15.tif,25.616116040207515,26.59232514990962,0.9762091097021042
29,20ms_20%_018.tif,24.792945987474113,28.319905117457473,3.5269591299833607
30,Img16.tif,27.870155373215056,28.54319310893516,0.6730377357201043
31,20ms_20%_019.tif,27.874272105691894,31.94657124782514,4.072299142133247
32,Img17.tif,28.144725269213303,29.45548241868589,1.310757149472586
33,20ms_20%_020.tif,25.137703122952246,28.018042771971746,2.8803396490195006
34,Img18.tif,28.31653506104425,28.987451573946608,0.6709165129023589
35,20ms_20%_021.tif,27.63137983189873,31.94160699475401,4.310227162855281
36,Img19.tif,27.72498552249803,28.66256822337155,0.93758270087352
37,20ms_20%_022.tif,29.265571082812606,33.55487682695504,4.289305744142432
38,Img2.tif,33.96447597264268,34.68653639445812,0.722060421815442
39,20ms_20%_023.tif,32.42751241001204,37.457188366256176,5.029675956244134
40,Img20.tif,26.991609020467653,28.091144320035983,1.0995352995683305
41,20ms_20%_024.tif,30.945844838204977,35.06498196105079,4.119137122845814
42,Img21.tif,30.88300721990874,31.863308455753803,0.9803012358450616
43,20ms_20%_025.tif,27.386406807566793,31.495746494757768,4.109339687190975
44,Img22.tif,30.592528201711158,31.466727733020402,0.8741995313092445
45,20ms_20%_026.tif,24.169842620080708,27.452600821433624,3.282758201352916
46,Img23.tif,27.516067539569914,28.3681319131151,0.8520643735451863
47,20ms_20%_027.tif,28.69086301434369,33.289542098507674,4.598679084163983
48,Img24.tif,29.65457279376947,29.973573736160816,0.31900094239134447
49,20ms_20%_028.tif,25.528596617087903,29.08240935588836,3.553812738800456
50,Img25.tif,27.480524849730585,27.786378657160093,0.3058538074295072
51,20ms_20%_029.tif,31.897581162336387,36.20078394529242,4.303202782956035
52,Img26.tif,30.988968926122062,31.80333990754315,0.8143709814210887
53,20ms_20%_030.tif,26.516647792808143,30.27588590696213,3.7592381141539875
54,Img27.tif,25.71553137350427,26.175717163429717,0.4601857899254469
55,20ms_20%_031.tif,26.19809848023394,30.13854369813181,3.9404452178978673
56,Img28.tif,28.13532918411342,28.940780267336326,0.8054510832229056
57,20ms_20%_032.tif,27.63900477137104,31.195316503383257,3.5563117320122153
58,Img29.tif,26.752244687520058,27.501129392027472,0.7488847045074145
59,20ms_20%_033.tif,27.205239296997263,30.618737273702262,3.413497976704999
60,Img3.tif,26.90608576581117,27.784786683353893,0.878700917542723
61,20ms_20%_034.tif,24.42528853584036,27.21739968201778,2.7921111461774224
62,Img30.tif,25.858359130663644,26.465681871438793,0.6073227407751496
63,20ms_20%_035.tif,25.77123458466334,29.449428878879903,3.6781942942165635
64,Img31.tif,29.039683631281733,29.480259342149235,0.4405757108675026
65,20ms_20__004.tif,28.724134785665832,32.614528610920665,3.890393825254833
66,Img32.tif,31.15139533322878,32.060214858994364,0.9088195257655833
67,20ms_20__005.tif,25.332615725396334,29.774053281215764,4.44143755581943
68,Img33.tif,29.175941013257813,29.721604605760792,0.5456635925029794
69,20ms_20__006.tif,27.635612885526122,31.378344263230197,3.742731377704075
70,Img34.tif,29.03403121121992,29.59800902209984,0.5639778108799227
71,20ms_20__007.tif,27.047904220957744,31.05129842596874,4.003394205010995
