,filename,Low_SNR_PSNR,Pred_PSNR,PSNR_diff
0,20ms_20__021.tif,27.63137983189873,32.220855806845584,4.589475974946854
1,20ms_20%_004.tif,28.724134785665832,32.83101238323822,4.106877597572385
2,20ms_20__023.tif,32.42751241001204,37.577993336797334,5.150480926785292
3,20ms_20%_005.tif,25.332615725396334,29.89652338844769,4.563907663051356
4,20ms_20__022.tif,29.265571082812606,33.864901019184956,4.599329936372349
5,20ms_20%_006.tif,27.635612885526122,31.74539906949459,4.109786183968467
6,20ms_20__024.tif,30.945844838204977,35.444475600179345,4.498630761974368
7,20ms_20%_007.tif,27.047904220957744,31.367336739481694,4.31943251852395
8,20ms_20__025.tif,27.386406807566793,31.826882231139333,4.44047542357254
9,20ms_20%_008.tif,26.081743751897797,30.502119514376464,4.420375762478667
10,20ms_20__026.tif,24.169842620080708,27.78062222929426,3.6107796092135516
11,20ms_20%_009.tif,30.023267473563855,34.71184484827996,4.688577374716104
12,20ms_20__033.tif,27.205239296997263,30.673012588746957,3.467773291749694
13,20ms_20%_010.tif,27.528697992429585,31.847024387073375,4.31832639464379
14,20ms_20__034.tif,24.42528853584036,27.278495587025894,2.853207051185535
15,20ms_20%_011.tif,25.42808216322728,28.658003222742586,3.2299210595153056
16,20ms_20__035.tif,25.77123458466334,29.658943145824598,3.887708561161258
17,20ms_20%_012.tif,26.359496209843385,31.39598227822392,5.036486068380533
18,Img11.tif,27.522920969016127,28.010270564939205,0.487349595923078
19,20ms_20%_013.tif,27.280442268473802,31.68902481876533,4.408582550291527
20,Img10.tif,27.759739449646744,28.05889591883595,0.2991564691892066
21,20ms_20%_014.tif,26.95849659839658,31.8808340453432,4.922337446946621
22,Img12.tif,27.392665699530696,28.60598277814196,1.213317078611265
23,20ms_20%_015.tif,26.661111938535136,31.10439246305814,4.443280524523004
24,Img13.tif,30.375366672229596,30.92181214720287,0.5464454749732752
25,20ms_20%_016.tif,26.791241042767577,30.447684908730963,3.6564438659633858
26,Img14.tif,32.77039221681537,33.42334262540896,0.6529504085935898
27,20ms_20%_017.tif,24.52750105161476,27.990197670327177,3.4626966187124175
28,Img15.tif,25.616116040207515,26.51798906480391,0.9018730245963944
29,20ms_20%_018.tif,24.792945987474113,28.59246355853525,3.7995175710611377
30,Img16.tif,27.870155373215056,28.488824765677172,0.6186693924621167
31,20ms_20%_019.tif,27.874272105691894,32.23856686303636,4.364294757344467
32,Img17.tif,28.144725269213303,29.540371469192984,1.39564619997968
33,20ms_20%_020.tif,25.137703122952246,28.31208346360598,3.174380340653734
34,Img18.tif,28.31653506104425,28.978298263560305,0.661763202516056
35,20ms_20%_021.tif,27.63137983189873,32.220855806845584,4.589475974946854
36,Img19.tif,27.72498552249803,28.570567758180587,0.8455822356825564
37,20ms_20%_022.tif,29.265571082812606,33.864901019184956,4.599329936372349
38,Img2.tif,33.96447597264268,34.714335891298724,0.7498599186560426
39,20ms_20%_023.tif,32.42751241001204,37.577993336797334,5.150480926785292
40,Img20.tif,26.991609020467653,28.08081066173953,1.0892016412718775
41,20ms_20%_024.tif,30.945844838204977,35.444475600179345,4.498630761974368
42,Img21.tif,30.88300721990874,31.88125408662632,0.9982468667175795
43,20ms_20%_025.tif,27.386406807566793,31.826882231139333,4.44047542357254
44,Img22.tif,30.592528201711158,31.488036421405727,0.8955082196945696
45,20ms_20%_026.tif,24.169842620080708,27.78062222929426,3.6107796092135516
46,Img23.tif,27.516067539569914,28.367333826215134,0.8512662866452203
47,20ms_20%_027.tif,28.69086301434369,33.423205918860354,4.732342904516663
48,Img24.tif,29.65457279376947,29.979300574635882,0.32472778086641085
49,20ms_20%_028.tif,25.528596617087903,29.257431147926116,3.7288345308382134
50,Img25.tif,27.480524849730585,27.7834247748596,0.3028999251290152
51,20ms_20%_029.tif,31.897581162336387,36.400280889729785,4.502699727393399
52,Img26.tif,30.988968926122062,31.820405174114335,0.8314362479922721
53,20ms_20%_030.tif,26.516647792808143,30.548724491103506,4.032076698295363
54,Img27.tif,25.71553137350427,26.155089185776998,0.43955781227272794
55,20ms_20%_031.tif,26.19809848023394,30.446473484984114,4.248375004750173
56,Img28.tif,28.13532918411342,28.90841416895264,0.773084984839219
57,20ms_20%_032.tif,27.63900477137104,31.455697878742725,3.816693107371684
58,Img29.tif,26.752244687520058,27.482709523984795,0.730464836464737
59,20ms_20%_033.tif,27.205239296997263,30.673012588746957,3.467773291749694
60,Img3.tif,26.90608576581117,27.70921947850727,0.8031337126960985
61,20ms_20%_034.tif,24.42528853584036,27.278495587025894,2.853207051185535
62,Img30.tif,25.858359130663644,26.44983042256031,0.5914712918966671
63,20ms_20%_035.tif,25.77123458466334,29.658943145824598,3.887708561161258
64,Img31.tif,29.039683631281733,29.552803831327466,0.5131202000457336
65,20ms_20__004.tif,28.724134785665832,32.83101238323822,4.106877597572385
66,Img32.tif,31.15139533322878,32.090604557301596,0.9392092240728154
67,20ms_20__005.tif,25.332615725396334,29.89652338844769,4.563907663051356
